instruction,response
Mais j'ai peur d'échouer.,"Personne réussit sans doutes. L'important, c'est de persévérer et bien s'entourer.<END>"
Je sais pas si je dois aller en Physique ou en Informatique.,Tu veux comprendre ou construire ?<END>
Construire.,"Alors Informatique. La Physique, c'est plus abstrait, plus formules.<END>"
Mais j'suis curieux de tout.,"Ça tombe bien, l'info touche à tout. Tu pourras faire de la simulation, de l'IA, de la robotique.<END>"
Je voulais faire Géographie mais mes parents disent que ça mène nulle part.,Pourquoi t'aimes la géo ?<END>
"J'aime les cartes, comprendre les espaces et les cultures.","Alors c'est pas rien. La géo mène à l'aménagement, à l'environnement, à la planification.<END>"
Mais eux veulent que je fasse Économie.,"Tu peux combiner les deux plus tard : géographie économique, urbanisme, géomatique.<END>"
Je veux aller en Psychologie mais j'ai peur d'être submergé par les histoires des gens.,"C'est une bonne peur, ça montre de l'empathie.<END>"
"Oui, je me sens vite concerné.","Tu apprendras à te protéger émotionnellement, c'est une partie du métier.<END>"
Et si je craque ?,"Tu seras entouré, formé. Le soutien psychologique fait partie de la formation elle-même.<END>"
Je ne sais pas si je dois faire Sciences de l'éducation ou Communication.,Tu veux enseigner ou partager des messages ?<END>
"Partager, mais j'aime aussi expliquer.","Alors Communication éducative, c'est pile entre les deux.<END>"
Ça existe ?,"Oui, et c'est un domaine qui se développe vite.<END>"
Je veux aller en Informatique mais j'ai peur d'être seul tout le temps.,"C'est un cliché. Aujourd'hui, tu bosses souvent en équipe.<END>"
Ah ouais ? Moi j'imaginais des gens dans le noir devant leur écran.,"Il y en a, mais la plupart travaillent sur des projets collaboratifs. Tu verras, c'est vivant.<END>"
"Ça me rassure, merci.",C'est normal d'avoir peur au début. T'es déjà sur la bonne voie en posant les bonnes questions.<END>
"Je suis paumé entre Gestion, Commerce et Marketing.","T'aimes plus diriger, vendre ou créer ?<END>"
Créer et parler aux gens.,"Alors Marketing. Gestion, c'est plus organisation et chiffres.<END>"
Et Commerce ?,"Commerce, c'est le terrain. Tu pourras faire les trois plus tard si tu veux entreprendre.<END>"
J'hésite entre Géosciences et Informatique.,Quels sont tes points forts à l'école ou les matières que tu préfères ?<END>
"J'aime comprendre comment fonctionne la Terre, mais j'aime aussi manipuler les ordinateurs.",Tu préfères travailler dehors sur le terrain ou dans un bureau sur un écran ?<END>
"Sur le terrain, j'aime bouger et observer.","Alors Géosciences est mieux pour toi. Tu verras du concret, moins de travail devant un ordinateur.<END>"
Mais j'ai peur qu'il y ait trop de physique.,"Il y en a un peu, mais c'est appliqué. En Info, c'est plus abstrait et logique. Géosciences sera plus intuitive pour toi.<END>"
Je ne sais pas si je dois choisir entre Médecine et Biologie.,Tu veux soigner directement ou comprendre les mécanismes du corps ?<END>
"Je veux comprendre, mais j'ai peur des longues études.","Dans ce cas, Biologie te conviendrait. Tu peux ensuite te spécialiser en santé, sans passer par la médecine clinique.<END>"
Et si je veux travailler dans les hôpitaux ?,"Avec Biologie, tu peux viser la recherche biomédicale. Moins de contact avec les patients, mais tout aussi utile.<END>"
"Je veux faire Droit, mais mes parents veulent que je fasse Gestion.",Pourquoi tu préfères Droit ?<END>
Parce que j'aime débattre et défendre des idées.,Et la Gestion ne t'intéresse pas du tout ?<END>
"Pas vraiment, je n'aime pas les chiffres.","Alors Droit est cohérent avec ta personnalité. Tes parents veulent sûrement la stabilité, mais tu pourras aussi réussir en Droit avec passion et rigueur.<END>"
J'hésite entre Informatique et Génie civil.,Tu préfères créer avec tes mains ou ton cerveau ?<END>
"Mon cerveau, je préfère coder que construire des ponts.","Alors l'informatique est mieux adaptée, plus logique et conceptuelle.<END>"
Mais j'ai peur que ce soit trop difficile en maths.,"Tu peux commencer par la programmation. Les maths viennent ensuite, quand tu seras à l'aise avec la logique.<END>"
Je veux choisir entre Communication et Psychologie.,Tu veux comprendre les gens ou leur parler ?<END>
"Les deux, en fait. J'aime analyser et convaincre.",Tu es donc entre l'étude et la persuasion. Tu veux plus de théorie ou de pratique ?<END>
Plutôt de la pratique.,"Alors Communication te donnera plus d'action, tandis que Psychologie reste plus analytique et scientifique.<END>"
Et si je veux aider les gens ?,"Tu pourras aussi le faire en Communication, à travers des projets sociaux ou éducatifs.<END>"
Je ne sais pas entre Économie et Sciences politiques.,Tu préfères les chiffres ou les débats ?<END>
"Les débats, j'aime comprendre la société.","Alors Sciences politiques t'ira mieux. Économie, c'est plus calculs et graphiques.<END>"
Mais j'ai peur que ça ne donne pas beaucoup d'emplois.,"C'est une idée reçue : beaucoup de politologues travaillent dans les ONG, la communication publique ou l'administration.<END>"
J'hésite entre Agronomie et Environnement.,Tu veux produire ou protéger ?<END>
"Protéger, je veux défendre la nature.","Alors Environnement te correspond, c'est plus orienté écologie et durabilité.<END>"
Mais mes parents disent qu'Agronomie est plus rentable.,"C'est vrai à court terme, mais l'Environnement devient un secteur clé. Tu pourras aussi y trouver des débouchés solides.<END>"
Je ne sais pas entre Informatique et Data Science.,Tu veux coder ou analyser ?<END>
"Les deux, j'aime Python et la logique.","Alors Data Science combine bien les deux, mais demande un peu plus de maths.<END>"
J'aime pas trop les statistiques.,"Dans ce cas, concentre-toi sur le développement web ou logiciel, c'est plus pratique.<END>"
Je veux choisir entre Médecine et Infirmier.,Tu veux diriger les soins ou les appliquer ?<END>
"Les appliquer, j'aime aider directement.",Alors Infirmier est parfait. Tu seras au contact des patients dès le début.<END>
Mais on m'a dit que c'est moins valorisé.,"Ce n'est pas vrai. Le rôle est différent, mais tout aussi essentiel. La valeur vient du dévouement, pas du titre.<END>"
Je ne sais pas entre Physique et Informatique.,Tu préfères comprendre le monde ou créer des outils ?<END>
"Créer, je veux inventer des choses utiles.","Alors Informatique. Physique, c'est plus théorique.<END>"
Mais je suis bon en calcul.,Ça te servira aussi en Info. Certains domaines comme la robotique ou la simulation mêlent les deux.<END>
Je pourrais passer de l'un à l'autre ?,"Oui, plusieurs masters mixtes le permettent.<END>"
J'hésite entre Sociologie et Histoire.,Tu veux comprendre les comportements ou les événements ?<END>
Les comportements humains.,"Alors Sociologie, c'est ton truc. Tu y étudieras les sociétés actuelles.<END>"
Mais j'aime aussi les récits historiques.,Tu peux relier les deux : l'histoire sociale est une spécialité qui combine les deux champs.<END>
Je ne sais pas entre Génie civil et Architecture.,Tu veux construire ou concevoir ?<END>
"Concevoir, j'aime imaginer des formes.","Alors Architecture. Le Génie civil, c'est plus calculs et techniques.<END>"
Mais j'ai peur de manquer de stabilité.,"Les deux ont des débouchés, mais Architecture demande plus de créativité et de patience pour percer.<END>"
J'hésite entre Chimie et Biologie.,Tu préfères manipuler des produits ou observer le vivant ?<END>
"Les deux, mais je déteste les équations.","Alors Biologie, les maths y sont moins lourds.<END>"
Et si je veux faire recherche médicale ?,"Tu pourras avec Biologie, dans le domaine biomédical ou la génétique.<END>"
Je veux choisir entre Philosophie et Lettres modernes.,Tu veux réfléchir sur les idées ou analyser les textes ?<END>
"Réfléchir, comprendre les opinions.",Alors Philosophie. C'est exigeant mais très enrichissant.<END>
Et niveau emploi ?,"Tu peux enseigner, te diriger vers la communication ou même le conseil stratégique.<END>"
J'hésite entre Droit et Criminologie.,Tu veux appliquer la loi ou comprendre les criminels ?<END>
Comprendre les criminels.,Alors Criminologie te conviendra mieux.<END>
Mais il faut faire beaucoup de statistiques ?,"Un peu, mais rien d'insurmontable. C'est plus l'analyse des comportements qui compte.<END>"
Je ne sais pas entre Médecine et Biotechnologie.,Tu veux soigner ou innover ?<END>
"Innover, créer de nouveaux traitements.","Alors Biotechnologie, plus orientée recherche et industrie.<END>"
Mais je veux aussi aider les gens.,"Tu le feras, mais autrement : en concevant des solutions pour eux.<END>"
Je veux choisir entre Droit et Économie.,Tu veux défendre ou gérer ?<END>
Défendre.,"Alors Droit, mais prépare-toi à beaucoup de lectures.<END>"
Et si je veux travailler dans une entreprise ?,"Tu peux faire du Droit des affaires, un bon mélange des deux mondes.<END>"
J'hésite entre Arts et Design.,Tu préfères créer librement ou selon un objectif ?<END>
"Librement, j'aime l'expression personnelle.","Alors Arts. Le Design, c'est plus fonctionnel et orienté projet.<END>"
Mais je veux aussi travailler vite.,"Le Design est plus cadré, donc plus professionnel à court terme.<END>"
Je ne sais pas entre Informatique et Électronique.,Tu préfères coder ou bricoler ?<END>
"Bricoler, démonter, tester.","Alors Électronique. L'informatique, c'est plus abstrait.<END>"
Et si je veux faire des robots ?,"Alors fais Systèmes embarqués, un mélange des deux.<END>"
J'hésite entre Géosciences et Informatique.,Quels sont tes points forts à l'école ?<END>
"Je suis curieux, j'aime observer la nature mais j'aime aussi comprendre les systèmes.",Tu préfères être sur le terrain ou travailler sur ordinateur ?<END>
"Sur le terrain, j'aime voir ce que j'étudie.","Alors les Géosciences te conviendraient mieux, c'est plus concret et pratique.<END>"
Je ne sais pas choisir entre Informatique et Mathématiques.,Tu aimes plus résoudre des problèmes abstraits ou construire des choses ?<END>
"Construire des choses, créer des programmes.","Alors Informatique, sans hésiter. Les maths y servent d'outil, pas de fin.<END>"
"Entre Biologie et Chimie, je ne sais pas quoi prendre.",Tu préfères observer le vivant ou comprendre les réactions des matières ?<END>
"Observer le vivant, j'aime les animaux.","Alors Biologie, c'est ton domaine. Chimie est plus axée sur les calculs et les formules.<END>"
Je veux choisir entre Droit et Gestion.,Qu'est-ce qui t'attire le plus : les lois ou le management ?<END>
"Le management, je n'aime pas trop lire des textes compliqués.",Alors Gestion est plus adaptée. Le Droit demande beaucoup de lecture et de rigueur juridique.<END>
J'hésite entre Médecine et Psychologie.,Aimes-tu plus soigner le corps ou comprendre le mental ?<END>
"Le mental, j'aime parler avec les gens.",Alors Psychologie. Médecine est plus scientifique et exigeante sur le plan biologique.<END>
Je ne sais pas si je dois aller en Informatique ou en Économie.,Tu préfères coder ou analyser les chiffres ?<END>
"J'aime pas trop coder, mais j'aime comprendre comment l'argent circule.","Alors Économie est faite pour toi, elle reste logique mais plus orientée vers le réel.<END>"
"Entre Architecture et Génie civil, lequel est mieux ?",Tu es plus créatif ou logique ?<END>
Plutôt créatif.,Architecture te correspond. Le génie civil est plus technique et mathématique.<END>
Je veux choisir entre Médecine et Pharmacie.,Tu préfères soigner directement les gens ou préparer les traitements ?<END>
Préparer les traitements.,"Alors Pharmacie est un bon choix, plus axé sur la chimie et la recherche.<END>"
Je ne sais pas entre Sociologie et Communication.,Tu veux comprendre les comportements ou influencer les messages ?<END>
Influencer les messages.,"Alors Communication. Sociologie est plus analytique, orientée vers la recherche.<END>"
